LAMMPS output created by EMC v9.4.4, build Jul 29 2020 13:53:09

         150  atoms
         100  bonds
          50  angles

           2  atom types
           1  bond types
           1  angle types

             0    11.44780243  xlo xhi
             0    11.44780243  ylo yhi
             0    11.44780243  zlo zhi

Masses

       1    1.00797  # hw
       2   15.99940  # o*



Bond Coeffs

       1    0.97000  563.28000 -1428.22000 1902.12000  # hw,o*

Angle Coeffs

       1  103.70000   49.84000  -11.60000   -8.00000  # hw,o*,hw

BondBond Coeffs

       1   -9.50000    0.97000    0.97000  # hw,o*,hw

BondAngle Coeffs

       1   22.35000   22.35000    0.97000    0.97000  # hw,o*,hw

Atoms

      80      27   1  0.3991   8.2743237216   8.1855416972   9.7923937821  # hw
      81      27   1  0.3991   9.0834643021   6.6781795082   9.0823608145  # hw
      82      28   2 -0.7982  10.5534484272   0.6048167379  10.6957384188  # o*
      83      28   1  0.3991  10.0007450031   0.3592841358  11.4419255681  # hw
      84      28   1  0.3991  11.2458234422   1.2217323891  10.3775948015  # hw
      85      29   2 -0.7982  10.2752603478   7.5235832545   4.3098817032  # o*
      86      29   1  0.3991   9.5752819682   8.1535748335   4.5665283669  # hw
      87      29   1  0.3991  10.1288646549   8.3635729519   3.7892974630  # hw
      88      30   2 -0.7982   9.1038523779   6.6076615719   2.9214719960  # o*
      89      30   1  0.3991   8.9265583117   7.4659110356   2.5342129749  # hw
      90      30   1  0.3991   9.9831031138   6.6039265189   2.4644507622  # hw
      91      31   2 -0.7982   3.3014582119   6.6944194462   5.8046361254  # o*
      92      31   1  0.3991   2.9174033521   7.5974059440   5.6966325861  # hw
      93      31   1  0.3991   4.0877678184   6.6631865916   6.3851003691  # hw
      94      32   2 -0.7982   6.0615574846   8.8054691752   7.8762326965  # o*
      95      32   1  0.3991   5.5152650683   8.3012930730   7.2751623755  # hw
      96      32   1  0.3991   6.8296235193   9.3711240727   7.8077004171  # hw
      97      33   2 -0.7982   7.9265543956   0.0347994475   5.4643609477  # o*
      98      33   1  0.3991   6.9875835822   0.0161462866   5.3786959340  # hw
      99      33   1  0.3991   8.7945428393  11.3256707788   5.8482321679  # hw
     100      34   2 -0.7982   2.5170188029   5.6043592860   2.7146998296  # o*
     101      34   1  0.3991   1.8248676610   4.8699873256   2.5918363038  # hw
     102      34   1  0.3991   3.4009978854   5.9678474571   2.8075616561  # hw
     103      35   2 -0.7982  10.1201295187   6.5710736338  10.2428143021  # o*
     104      35   1  0.3991  10.2109547098   6.8862435410   9.3158121895  # hw
     105      35   1  0.3991  10.1127521240   7.0823986537  11.0207641020  # hw
     106      36   2 -0.7982   7.1103693796  10.5923147773   3.5532635540  # o*
     107      36   1  0.3991   6.9531255193  10.9752510660   4.4246982563  # hw
     108      36   1  0.3991   6.7699737884  10.4810741778   4.4334839290  # hw
     109      37   2 -0.7982   9.9695399736   2.6044499394   8.3968899930  # o*
     110      37   1  0.3991  10.4186490122   2.7581177378   9.2218304839  # hw
     111      37   1  0.3991  10.1500011400   2.9186575030   7.5167077108  # hw
     112      38   2 -0.7982   3.7866887012   8.8339067802   9.5506245942  # o*
     113      38   1  0.3991   3.3053551164   8.0280800100   9.4251512607  # hw
     114      38   1  0.3991   3.0675632902   9.3555553328   9.1185737805  # hw
     115      39   2 -0.7982   7.0077401541  10.7236147618   7.8767126447  # o*
     116      39   1  0.3991   7.5318923846   9.9885671645   8.2398194811  # hw
     117      39   1  0.3991   7.5956876682  10.0408848147   8.2503427907  # hw
     118      40   2 -0.7982   4.3239274204   3.6261350601   5.9406223748  # o*
     119      40   1  0.3991   3.7585720331   2.8504563880   5.9693064862  # hw
     120      40   1  0.3991   4.0167685507   4.3352728833   5.3011482259  # hw
     121      41   2 -0.7982   7.4449893427   8.2208077751   1.9733875441  # o*
     122      41   1  0.3991   6.9781370152   8.3071549005   1.1255899612  # hw
     123      41   1  0.3991   8.3951429041   8.1332500964   1.6854118948  # hw
     124      42   2 -0.7982   3.9050708546   1.7834044231   1.6910419151  # o*
     125      42   1  0.3991   3.6749066549   0.8659720861   1.4485581815  # hw
     126      42   1  0.3991   3.8707589285   2.6915718077   1.3254661548  # hw
     127      43   2 -0.7982   6.9249452060  10.0744726827   2.8807128058  # o*
     128      43   1  0.3991   6.6415041651  10.2163673732   3.7956830223  # hw
     129      43   1  0.3991   7.2397921257  10.6204087806   2.1812154850  # hw
     130      44   2 -0.7982   3.4592946038   7.1819803673   8.5151303910  # o*
     131      44   1  0.3991   3.5048906581   7.2921458092   9.5158134637  # hw
     132      44   1  0.3991   3.0648062256   6.8686156894   9.3830585141  # hw
     133      45   2 -0.7982   8.9760506949   2.1137793761   0.5752512520  # o*
     134      45   1  0.3991   8.2150343703   2.3694563240  11.4453729425  # hw
     135      45   1  0.3991   9.1472984350   2.7191745884  11.2962785076  # hw
     136      46   2 -0.7982  10.2363279832   8.5185935691   6.3606744525  # o*
     137      46   1  0.3991  11.0788883906   8.0798812290   6.1185672034  # hw
     138      46   1  0.3991   9.8114848731   8.4534995668   7.2198236092  # hw
     139      47   2 -0.7982   2.4572755476   7.4292253373   4.6912997002  # o*
     140      47   1  0.3991   2.6605005536   7.5935030203   5.6262670487  # hw
     141      47   1  0.3991   1.5369202693   7.1305052062   4.8213406705  # hw
     142      48   2 -0.7982   6.8483586686   9.5120425641   3.6972962301  # o*
     143      48   1  0.3991   7.0900041520  10.4076240318   3.4569784632  # hw
     144      48   1  0.3991   6.8512105939   9.0309907198   2.8792974676  # hw
     145      49   2 -0.7982   9.3824414995   7.4715035438   5.8565626088  # o*
     146      49   1  0.3991   9.2267320346   7.4770399667   6.8244973501  # hw
     147      49   1  0.3991  10.3505878296   7.7259761270   5.7600120508  # hw
     148      50   2 -0.7982  10.0377313299   7.7417768618   5.5803263468  # o*
     149      50   1  0.3991   9.8988811223   7.5067647524   6.5316348657  # hw
     150      50   1  0.3991   9.4386746710   8.3496921468   5.1818092072  # hw

Bonds

       1       1       2       1  # hw,o*
       2       1       3       1  # hw,o*
       3       1       5       4  # hw,o*
       4       1       6       4  # hw,o*
       5       1       8       7  # hw,o*
       6       1       9       7  # hw,o*
       7       1      11      10  # hw,o*
       8       1      12      10  # hw,o*
       9       1      14      13  # hw,o*
      10       1      15      13  # hw,o*
      11       1      17      16  # hw,o*
      12       1      18      16  # hw,o*
      13       1      20      19  # hw,o*
      14       1      21      19  # hw,o*
      15       1      23      22  # hw,o*
      16       1      24      22  # hw,o*
      17       1      26      25  # hw,o*
      18       1      27      25  # hw,o*
      19       1      29      28  # hw,o*
      20       1      30      28  # hw,o*
      21       1      32      31  # hw,o*
      22       1      33      31  # hw,o*
      23       1      35      34  # hw,o*
      24       1      36      34  # hw,o*
      25       1      38      37  # hw,o*
      26       1      39      37  # hw,o*
      27       1      41      40  # hw,o*
      28       1      42      40  # hw,o*
      29       1      44      43  # hw,o*
      30       1      45      43  # hw,o*
      31       1      47      46  # hw,o*
      32       1      48      46  # hw,o*
      33       1      50      49  # hw,o*
      34       1      51      49  # hw,o*
      35       1      53      52  # hw,o*
      36       1      54      52  # hw,o*
      37       1      56      55  # hw,o*
      38       1      57      55  # hw,o*
      39       1      59      58  # hw,o*
      40       1      60      58  # hw,o*
      41       1      62      61  # hw,o*
      42       1      63      61  # hw,o*
      43       1      65      64  # hw,o*
      44       1      66      64  # hw,o*
      45       1      68      67  # hw,o*
      46       1      69      67  # hw,o*
      47       1      71      70  # hw,o*
      48       1      72      70  # hw,o*
      49       1      74      73  # hw,o*
      50       1      75      73  # hw,o*
      51       1      77      76  # hw,o*
      52       1      78      76  # hw,o*
      53       1      80      79  # hw,o*
      54       1      81      79  # hw,o*
      55       1      83      82  # hw,o*
      56       1      84      82  # hw,o*
      57       1      86      85  # hw,o*
      58       1      87      85  # hw,o*
      59       1      89      88  # hw,o*
      60       1      90      88  # hw,o*
      61       1      92      91  # hw,o*
      62       1      93      91  # hw,o*
      63       1      95      94  # hw,o*
      64       1      96      94  # hw,o*
      65       1      98      97  # hw,o*
      66       1      99      97  # hw,o*
      67       1     101     100  # hw,o*
      68       1     102     100  # hw,o*
      69       1     104     103  # hw,o*
      70       1     105     103  # hw,o*
      71       1     107     106  # hw,o*
      72       1     108     106  # hw,o*
      73       1     110     109  # hw,o*
      74       1     111     109  # hw,o*
      75       1     113     112  # hw,o*
      76       1     114     112  # hw,o*
      77       1     116     115  # hw,o*
      78       1     117     115  # hw,o*
      79       1     119     118  # hw,o*
      80       1     120     118  # hw,o*
      81       1     122     121  # hw,o*
      82       1     123     121  # hw,o*
      83       1     125     124  # hw,o*
      84       1     126     124  # hw,o*
      85       1     128     127  # hw,o*
      86       1     129     127  # hw,o*
      87       1     131     130  # hw,o*
      88       1     132     130  # hw,o*
      89       1     134     133  # hw,o*
      90       1     135     133  # hw,o*
      91       1     137     136  # hw,o*
      92       1     138     136  # hw,o*
      93       1     140     139  # hw,o*
      94       1     141     139  # hw,o*
      95       1     143     142  # hw,o*
      96       1     144     142  # hw,o*
      97       1     146     145  # hw,o*
      98       1     147     145  # hw,o*
      99       1     149     148  # hw,o*
     100       1     150     148  # hw,o*

Angles

       1       1       2       1       3  # hw,o*,hw
       2       1       5       4       6  # hw,o*,hw
       3       1       8       7       9  # hw,o*,hw
       4       1      11      10      12  # hw,o*,hw
       5       1      14      13      15  # hw,o*,hw
       6       1      17      16      18  # hw,o*,hw
       7       1      20      19      21  # hw,o*,hw
       8       1      23      22      24  # hw,o*,hw
       9       1      26      25      27  # hw,o*,hw
      10       1      29      28      30  # hw,o*,hw
      11       1      32      31      33  # hw,o*,hw
      12       1      35      34      36  # hw,o*,hw
      13       1      38      37      39  # hw,o*,hw
      14       1      41      40      42  # hw,o*,hw
      15       1      44      43      45  # hw,o*,hw
      16       1      47      46      48  # hw,o*,hw
      17       1      50      49      51  # hw,o*,hw
      18       1      53      52      54  # hw,o*,hw
      19       1      56      55      57  # hw,o*,hw
      20       1      59      58      60  # hw,o*,hw
      21       1      62      61      63  # hw,o*,hw
      22       1      65      64      66  # hw,o*,hw
      23       1      68      67      69  # hw,o*,hw
      24       1      71      70      72  # hw,o*,hw
      25       1      74      73      75  # hw,o*,hw
      26       1      77      76      78  # hw,o*,hw
      27       1      80      79      81  # hw,o*,hw
      28       1      83      82      84  # hw,o*,hw
      29       1      86      85      87  # hw,o*,hw
      30       1      89      88      90  # hw,o*,hw
      31       1      92      91      93  # hw,o*,hw
      32       1      95      94      96  # hw,o*,hw
      33       1      98      97      99  # hw,o*,hw
      34       1     101     100     102  # hw,o*,hw
      35       1     104     103     105  # hw,o*,hw
      36       1     107     106     108  # hw,o*,hw
      37       1     110     109     111  # hw,o*,hw
      38       1     113     112     114  # hw,o*,hw
      39       1     116     115     117  # hw,o*,hw
      40       1     119     118     120  # hw,o*,hw
      41       1     122     121     123  # hw,o*,hw
      42       1     125     124     126  # hw,o*,hw
      43       1     128     127     129  # hw,o*,hw
      44       1     131     130     132  # hw,o*,hw
      45       1     134     133     135  # hw,o*,hw
      46       1     137     136     138  # hw,o*,hw
      47       1     140     139     141  # hw,o*,hw
      48       1     143     142     144  # hw,o*,hw
      49       1     146     145     147  # hw,o*,hw
      50       1     149     148     150  # hw,o*,hw

